,Date,MarketPredicted,Team,Game Number,Regressor,Estimatororneigbor,Bookie Prediction,TeamAvg10Games,OpponentAvg10Games,OpponentFormOver10Games,Model Score Prediction,Model Result Prediction,FormulaPrediction,Real Score,System Result
0,"4      2020/12/23
38     2020/12/26
83     2020/12/28
108    2020/12/30
134    2021/01/01
161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
Name: Date, dtype: object",Teamscore,Atlanta Hawks,10,SVR,4,114,115.12,110.0,3.0,114.0,Over,Not conclusive,105,Incorrect
1,"4      2020/12/23
38     2020/12/26
83     2020/12/28
108    2020/12/30
134    2021/01/01
161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
Name: Date, dtype: object",Teamscore,Atlanta Hawks,11,SVR,4,112,114.09,108.5,5.0,113.0,Over,Not conclusive,112,Incorrect
2,"38     2020/12/26
83     2020/12/28
108    2020/12/30
134    2021/01/01
161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
Name: Date, dtype: object",Teamscore,Atlanta Hawks,12,SVR,4,110,112.57,107.3,4.0,110.0,Over,Not conclusive,92,Incorrect
3,"83     2020/12/28
108    2020/12/30
134    2021/01/01
161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
Name: Date, dtype: object",Teamscore,Atlanta Hawks,13,SVR,4,115,109.41,114.5,4.0,107.0,Under,Prediction is UNDER 115,106,Correct
4,"108    2020/12/30
134    2021/01/01
161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
Name: Date, dtype: object",Teamscore,Atlanta Hawks,14,SVR,4,118,107.01,117.2,7.0,106.93,Under,Not conclusive,108,Correct
5,"134    2021/01/01
161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
Name: Date, dtype: object",Teamscore,Atlanta Hawks,15,SVR,4,112,103.53,111.7,5.0,106.93,Under,Not conclusive,123,Incorrect
6,"161    2021/01/02
197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
Name: Date, dtype: object",Teamscore,Atlanta Hawks,16,SVR,4,118,104.45,114.4,5.0,106.93,Under,Not conclusive,116,Correct
7,"197    2021/01/04
222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
Name: Date, dtype: object",Teamscore,Atlanta Hawks,17,SVR,4,111,107.19,111.3,6.0,108.0,Under,Not conclusive,115,Incorrect
8,"222    2021/01/06
262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
Name: Date, dtype: object",Teamscore,Atlanta Hawks,18,SVR,4,107,107.89,106.3,4.0,108.0,Over,Not conclusive,108,Correct
9,"262    2021/01/09
303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
Name: Date, dtype: object",Teamscore,Atlanta Hawks,19,SVR,4,117,109.63,121.2,9.0,110.0,Under,Not conclusive,128,Incorrect
10,"303    2021/01/11
342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
Name: Date, dtype: object",Teamscore,Atlanta Hawks,20,SVR,4,118,112.04,120.3,6.0,113.5,Under,Not conclusive,116,Correct
11,"342    2021/01/15
356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
Name: Date, dtype: object",Teamscore,Atlanta Hawks,21,SVR,4,106,112.31,102.9,4.0,111.5,Over,Not conclusive,99,Incorrect
12,"356    2021/01/16
392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
Name: Date, dtype: object",Teamscore,Atlanta Hawks,22,SVR,4,113,113.25,116.8,9.0,115.13,Over,Prediction is OVER 113,116,Correct
13,"392    2021/01/18
412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
Name: Date, dtype: object",Teamscore,Atlanta Hawks,23,SVR,4,107,114.1,105.6,4.0,115.13,Over,Not conclusive,91,Incorrect
14,"412    2021/01/20
424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
Name: Date, dtype: object",Teamscore,Atlanta Hawks,24,SVR,4,112,112.64,112.3,5.0,115.65,Over,Not conclusive,132,Correct
15,"424    2021/01/22
460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
Name: Date, dtype: object",Teamscore,Atlanta Hawks,25,SVR,4,114,113.48,121.8,9.0,115.65,Over,Not conclusive,117,Correct
16,"460    2021/01/24
495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
Name: Date, dtype: object",Teamscore,Atlanta Hawks,26,SVR,4,114,113.56,112.8,5.0,115.27,Over,Not conclusive,114,Incorrect
17,"495    2021/01/26
511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
Name: Date, dtype: object",Teamscore,Atlanta Hawks,27,SVR,4,115,113.44,110.9,5.0,114.96,Under,Not conclusive,113,Correct
18,"511    2021/01/27
530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
Name: Date, dtype: object",Teamscore,Atlanta Hawks,28,SVR,4,103,113.98,104.4,5.0,114.94,Over,Not conclusive,112,Correct
19,"530    2021/01/29
589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
Name: Date, dtype: object",Teamscore,Atlanta Hawks,29,SVR,4,107,112.32,109.9,7.0,114.94,Over,Prediction is OVER 107,122,Correct
20,"589    2021/02/01
619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
850    2021/02/19
Name: Date, dtype: object",Teamscore,Atlanta Hawks,30,SVR,4,107,112.85,110.1,8.0,113.5,Over,Prediction is OVER 107,109,Correct
21,"619    2021/02/03
637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
850    2021/02/19
888    2021/02/21
Name: Date, dtype: object",Teamscore,Atlanta Hawks,31,SVR,4,113,114.09,112.1,6.0,115.05,Over,Not conclusive,123,Correct
22,"637    2021/02/04
677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
850    2021/02/19
888    2021/02/21
906    2021/02/23
Name: Date, dtype: object",Teamscore,Atlanta Hawks,32,SVR,4,114,114.74,124.3,10.0,113.5,Under,Not conclusive,111,Correct
23,"677    2021/02/06
718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
850    2021/02/19
888    2021/02/21
906    2021/02/23
933    2021/02/24
Name: Date, dtype: object",Teamscore,Atlanta Hawks,33,SVR,4,109,117.1,112.7,8.0,115.53,Over,Prediction is OVER 109,127,Correct
24,"718    2021/02/10
767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
850    2021/02/19
888    2021/02/21
906    2021/02/23
933    2021/02/24
954    2021/02/26
Name: Date, dtype: object",Teamscore,Atlanta Hawks,34,SVR,4,112,116.37,107.2,3.0,113.5,Over,Not conclusive,109,Incorrect
25,"767    2021/02/12
775    2021/02/13
798    2021/02/15
824    2021/02/17
850    2021/02/19
888    2021/02/21
906    2021/02/23
933    2021/02/24
954    2021/02/26
986    2021/02/28
Name: Date, dtype: object",Teamscore,Atlanta Hawks,35,SVR,4,109,115.39,107.2,4.0,112.5,Over,Not conclusive,99,Incorrect
26,"775     2021/02/13
798     2021/02/15
824     2021/02/17
850     2021/02/19
888     2021/02/21
906     2021/02/23
933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
Name: Date, dtype: object",Teamscore,Atlanta Hawks,36,SVR,4,109,113.69,107.2,4.0,111.5,Over,Not conclusive,94,Incorrect
27,"798     2021/02/15
824     2021/02/17
850     2021/02/19
888     2021/02/21
906     2021/02/23
933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
Name: Date, dtype: object",Teamscore,Atlanta Hawks,37,SVR,4,113,111.81,112.9,5.0,111.5,Under,Not conclusive,115,Incorrect
28,"824     2021/02/17
850     2021/02/19
888     2021/02/21
906     2021/02/23
933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
Name: Date, dtype: object",Teamscore,Atlanta Hawks,38,SVR,4,111,112.2,111.1,5.0,113.0,Over,Not conclusive,121,Correct
29,"850     2021/02/19
888     2021/02/21
906     2021/02/23
933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
Name: Date, dtype: object",Teamscore,Atlanta Hawks,39,SVR,4,120,112.09,122.0,8.0,113.0,Under,Not conclusive,121,Incorrect
30,"888     2021/02/21
906     2021/02/23
933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
Name: Date, dtype: object",Teamscore,Atlanta Hawks,40,SVR,4,114,113.2,108.6,5.0,113.0,Under,Not conclusive,100,Correct
31,"906     2021/02/23
933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
Name: Date, dtype: object",Teamscore,Atlanta Hawks,41,SVR,4,113,110.86,120.1,7.0,113.0,Over,Not conclusive,119,Correct
32,"933     2021/02/24
954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
Name: Date, dtype: object",Teamscore,Atlanta Hawks,42,SVR,4,112,111.71,111.1,5.0,115.5,Over,Not conclusive,116,Correct
33,"954     2021/02/26
986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
Name: Date, dtype: object",Teamscore,Atlanta Hawks,43,SVR,4,107,110.33,105.7,5.0,112.0,Over,Not conclusive,99,Incorrect
34,"986     2021/02/28
1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
Name: Date, dtype: object",Teamscore,Atlanta Hawks,44,SVR,4,109,109.34,110.3,4.0,112.49,Over,Not conclusive,110,Correct
35,"1016    2021/03/02
1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
Name: Date, dtype: object",Teamscore,Atlanta Hawks,45,SVR,4,120,110.53,114.8,5.0,112.5,Under,Not conclusive,108,Correct
36,"1028    2021/03/03
1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
Name: Date, dtype: object",Teamscore,Atlanta Hawks,46,SVR,4,112,112.23,116.2,5.0,115.5,Over,Not conclusive,124,Correct
37,"1070    2021/03/11
1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
Name: Date, dtype: object",Teamscore,Atlanta Hawks,47,SVR,4,110,113.0,111.2,4.0,113.0,Over,Not conclusive,102,Incorrect
38,"1120    2021/03/13
1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
Name: Date, dtype: object",Teamscore,Atlanta Hawks,48,SVR,4,107,110.99,105.2,4.0,110.0,Over,Not conclusive,110,Correct
39,"1132    2021/03/14
1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
Name: Date, dtype: object",Teamscore,Atlanta Hawks,49,SVR,4,112,110.02,119.2,6.0,110.0,Under,Not conclusive,134,Incorrect
40,"1156    2021/03/16
1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
Name: Date, dtype: object",Teamscore,Atlanta Hawks,50,SVR,4,114,113.68,112.6,4.0,113.0,Under,Prediction is UNDER 114,126,Incorrect
41,"1199    2021/03/18
1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
Name: Date, dtype: object",Teamscore,Atlanta Hawks,51,SVR,4,116,114.36,114.6,5.0,113.13,Under,Not conclusive,117,Incorrect
42,"1222    2021/03/20
1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
Name: Date, dtype: object",Teamscore,Atlanta Hawks,52,SVR,4,117,114.53,116.2,5.0,113.61,Under,Not conclusive,123,Incorrect
43,"1252    2021/03/22
1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
Name: Date, dtype: object",Teamscore,Atlanta Hawks,53,SVR,4,115,117.07,113.5,6.0,115.01,Over,Not conclusive,113,Incorrect
44,"1280    2021/03/24
1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
Name: Date, dtype: object",Teamscore,Atlanta Hawks,54,SVR,4,116,117.47,112.9,5.0,118.6,Over,Not conclusive,120,Correct
45,"1312    2021/03/26
1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
Name: Date, dtype: object",Teamscore,Atlanta Hawks,55,SVR,4,113,118.64,105.9,3.0,118.49,Over,Not conclusive,105,Incorrect
46,"1352    2021/03/28
1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
Name: Date, dtype: object",Teamscore,Atlanta Hawks,56,SVR,4,113,116.58,108.8,6.0,114.98,Over,Not conclusive,108,Incorrect
47,"1382    2021/03/30
1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
Name: Date, dtype: object",Teamscore,Atlanta Hawks,57,SVR,4,116,117.25,112.8,5.0,114.98,Under,Not conclusive,109,Correct
48,"1410    2021/04/01
1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
Name: Date, dtype: object",Teamscore,Atlanta Hawks,58,SVR,4,116,117.34,122.1,8.0,118.5,Over,Prediction is OVER 116,129,Correct
49,"1424    2021/04/02
1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
Name: Date, dtype: object",Teamscore,Atlanta Hawks,59,SVR,4,113,116.62,118.7,7.0,114.97,Over,Prediction is OVER 113,112,Incorrect
50,"1469    2021/04/04
1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
Name: Date, dtype: object",Teamscore,Atlanta Hawks,60,SVR,4,106,115.23,104.1,4.0,114.98,Over,Not conclusive,127,Correct
51,"1501    2021/04/06
1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
Name: Date, dtype: object",Teamscore,Atlanta Hawks,61,SVR,4,111,116.24,107.7,5.0,115.52,Over,Not conclusive,118,Correct
52,"1515    2021/04/07
1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
Name: Date, dtype: object",Teamscore,Atlanta Hawks,62,SVR,4,116,115.62,111.0,4.0,112.5,Under,Prediction is UNDER 116,111,Correct
53,"1546    2021/04/09
1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
Name: Date, dtype: object",Teamscore,Atlanta Hawks,63,SVR,4,112,115.15,111.3,6.0,111.5,Under,Not conclusive,86,Correct
54,"1568    2021/04/11
1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
Name: Date, dtype: object",Teamscore,Atlanta Hawks,64,SVR,4,109,111.38,107.1,4.0,110.0,Over,Not conclusive,83,Incorrect
55,"1604    2021/04/13
1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
Name: Date, dtype: object",Teamscore,Atlanta Hawks,65,SVR,4,109,109.17,108.7,5.0,110.0,Over,Not conclusive,104,Incorrect
56,"1648    2021/04/15
1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
Name: Date, dtype: object",Teamscore,Atlanta Hawks,66,SVR,4,115,108.77,104.7,2.0,110.0,Under,Prediction is UNDER 115,108,Correct
57,"1694    2021/04/18
1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
1940    2021/05/03
Name: Date, dtype: object",Teamscore,Atlanta Hawks,67,SVR,4,116,108.81,114.6,4.0,111.5,Under,Prediction is UNDER 116,123,Incorrect
58,"1727    2021/04/20
1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
1940    2021/05/03
1969    2021/05/05
Name: Date, dtype: object",Teamscore,Atlanta Hawks,68,SVR,4,109,108.27,112.9,7.0,111.5,Over,Not conclusive,135,Correct
59,"1728    2021/04/21
1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
1940    2021/05/03
1969    2021/05/05
1974    2021/05/06
Name: Date, dtype: object",Teamscore,Atlanta Hawks,69,SVR,4,116,110.71,119.8,7.0,114.5,Under,Not conclusive,126,Incorrect
60,"1776    2021/04/23
1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
1940    2021/05/03
1969    2021/05/05
1974    2021/05/06
2049    2021/05/10
Name: Date, dtype: object",Teamscore,Atlanta Hawks,70,SVR,4,120,110.59,124.3,8.0,114.5,Under,Not conclusive,125,Incorrect
61,"1805    2021/04/25
1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
1940    2021/05/03
1969    2021/05/05
1974    2021/05/06
2049    2021/05/10
2083    2021/05/12
Name: Date, dtype: object",Teamscore,Atlanta Hawks,71,SVR,4,120,111.31,125.3,8.0,115.5,Under,Not conclusive,120,Incorrect
62,"1808    2021/04/26
1842    2021/04/28
1874    2021/04/30
1900    2021/05/01
1940    2021/05/03
1969    2021/05/05
1974    2021/05/06
2049    2021/05/10
2083    2021/05/12
2096    2021/05/13
Name: Date, dtype: object",Teamscore,Atlanta Hawks,72,SVR,4,114,112.26,115.3,6.0,118.0,Over,Not conclusive,116,Correct
63,"21     2020/12/23
33     2020/12/25
58     2020/12/27
88     2020/12/29
117    2020/12/30
135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
Name: Date, dtype: object",Teamscore,Boston Celtics,10,SVR,4,109,113.3,112.67,4.0,116.0,Over,Not conclusive,107,Incorrect
64,"21     2020/12/23
33     2020/12/25
58     2020/12/27
88     2020/12/29
117    2020/12/30
135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
Name: Date, dtype: object",Teamscore,Boston Celtics,11,SVR,4,119,112.7,122.7,7.0,116.0,Under,Not conclusive,116,Correct
65,"33     2020/12/25
58     2020/12/27
88     2020/12/29
117    2020/12/30
135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
Name: Date, dtype: object",Teamscore,Boston Celtics,12,SVR,4,112,112.12,110.6,6.0,116.0,Over,Not conclusive,124,Correct
66,"58     2020/12/27
88     2020/12/29
117    2020/12/30
135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
Name: Date, dtype: object",Teamscore,Boston Celtics,13,SVR,4,111,114.82,104.6,3.0,116.0,Over,Not conclusive,75,Incorrect
67,"88     2020/12/29
117    2020/12/30
135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
Name: Date, dtype: object",Teamscore,Boston Celtics,14,SVR,4,113,111.64,112.5,6.0,116.0,Over,Not conclusive,109,Incorrect
68,"117    2020/12/30
135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
Name: Date, dtype: object",Teamscore,Boston Celtics,15,SVR,4,113,110.88,113.8,6.0,113.0,Over,Not conclusive,110,Incorrect
69,"135    2021/01/01
166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
Name: Date, dtype: object",Teamscore,Boston Celtics,16,SVR,4,109,109.43,105.8,4.0,113.0,Over,Not conclusive,141,Correct
70,"166    2021/01/03
182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
Name: Date, dtype: object",Teamscore,Boston Celtics,17,SVR,4,116,114.49,115.0,5.0,117.5,Over,Not conclusive,119,Correct
71,"182    2021/01/04
210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
Name: Date, dtype: object",Teamscore,Boston Celtics,18,SVR,4,111,114.03,107.7,3.0,113.0,Over,Not conclusive,106,Incorrect
72,"210    2021/01/06
261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
Name: Date, dtype: object",Teamscore,Boston Celtics,19,SVR,4,105,111.72,104.8,4.0,109.5,Over,Not conclusive,95,Incorrect
73,"261    2021/01/08
355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
Name: Date, dtype: object",Teamscore,Boston Celtics,20,SVR,4,112,110.56,111.4,4.0,110.5,Under,Prediction is UNDER 112,111,Correct
74,"355    2021/01/15
376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
Name: Date, dtype: object",Teamscore,Boston Celtics,21,SVR,4,119,110.01,117.4,5.0,110.27,Under,Not conclusive,111,Correct
75,"376    2021/01/17
400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
Name: Date, dtype: object",Teamscore,Boston Celtics,22,SVR,4,106,108.66,102.2,3.0,110.27,Over,Not conclusive,119,Correct
76,"400    2021/01/20
425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
678    2021/02/07
Name: Date, dtype: object",Teamscore,Boston Celtics,23,SVR,4,107,113.22,106.7,4.0,110.27,Over,Not conclusive,91,Incorrect
77,"425    2021/01/22
469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
678    2021/02/07
704    2021/02/09
Name: Date, dtype: object",Teamscore,Boston Celtics,24,SVR,4,107,111.41,107.2,5.0,110.27,Over,Not conclusive,108,Correct
78,"469    2021/01/24
474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
678    2021/02/07
704    2021/02/09
745    2021/02/11
Name: Date, dtype: object",Teamscore,Boston Celtics,25,SVR,4,0,111.31,112.5,5.0,111.0,Over,Not conclusive,120,Correct
79,"474    2021/01/25
498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
678    2021/02/07
704    2021/02/09
745    2021/02/11
758    2021/02/12
Name: Date, dtype: object",Teamscore,Boston Celtics,26,SVR,4,0,108.82,113.3,5.0,109.5,Over,Not conclusive,102,Correct
80,"498    2021/01/27
560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
678    2021/02/07
704    2021/02/09
745    2021/02/11
758    2021/02/12
778    2021/02/14
Name: Date, dtype: object",Teamscore,Boston Celtics,27,SVR,4,0,106.84,115.8,7.0,107.0,Over,Prediction is OVER 0,91,Correct
81,"560    2021/01/30
596    2021/02/02
608    2021/02/03
638    2021/02/05
678    2021/02/07
704    2021/02/09
745    2021/02/11
758    2021/02/12
778    2021/02/14
819    2021/02/16
Name: Date, dtype: object",Teamscore,Boston Celtics,28,SVR,4,113,105.4,108.3,5.0,109.5,Under,Not conclusive,112,Correct
